cal,calibration_alpha_rmse,failure,fault,feasibility_risk_ext,feasibility_risk_ext_est,feasibility_risk_tau_only,hold_ee_error,horizon,rho_tau,rho_vel,seed,target,torque
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,5,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,6,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,7,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,8,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,9,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,10,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,11,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,12,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,13,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,14,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,15,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,16,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,17,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,18,far,loose
cal0,0.0,True,True,2.106462482098615,2.106462482098615,0.27355158659947876,inf,normal,0.27355158659947876,2.106462482098615,19,far,loose
